Replicate	Aphid_line	Parasitoid_line	Block	Latitude_wasp	Longitude_wasp	Wasp_host_species	Hamiltonella_host_species	Nymphs_corrected	Dead_wasp	Mummies_amount	Hatching_wasps
3	TR-0076	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
4	TR-0076	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
5	TR-0076	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_fabae_fabae	9	no	0	0
6	TR-0076	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
2	TR-0103	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	12	no	3	3
3	TR-0103	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	10	no	6	6
4	TR-0103	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	11	no	4	3
5	TR-0103	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	11	no	0	0
6	TR-0103	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	10	no	0	0
2	TR-0131	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	11	no	0	0
3	TR-0131	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	11	no	1	1
4	TR-0131	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	11	no	0	0
5	TR-0131	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	9	no	3	0
6	TR-0131	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	10	no	0	0
2	TR-0191	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	10	no	0	0
3	TR-0191	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	10	no	3	3
4	TR-0191	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	10	no	0	0
5	TR-0191	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	9	no	0	0
6	TR-0191	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	10	no	3	3
2	TR-0214	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	9	yes	0	0
3	TR-0214	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	11	no	0	0
4	TR-0214	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	10	no	7	5
5	TR-0214	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	10	no	0	0
6	TR-0214	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	10	no	0	0
2	TR-0244	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	10	no	0	0
3	TR-0244	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	11	no	0	0
4	TR-0244	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	11	no	0	0
5	TR-0244	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	9	no	0	0
6	TR-0244	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	8	no	0	0
1	TR-0042	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_fabae_fabae	11	no	0	0
2	TR-0619	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	9	no	0	0
3	TR-0619	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	8	yes	3	3
4	TR-0619	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	10	no	0	0
5	TR-0619	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	11	no	5	5
6	TR-0619	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	10	no	0	0
1	TR-0076	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_fabae_fabae	11	no	0	0
1	TR-0103	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	11	no	0	0
1	TR-0131	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_urticata	10	no	1	1
1	TR-0191	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	9	yes	0	0
1	TR-0214	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	10	no	0	0
1	TR-0244	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_hederae	8	no	0	0
1	TR-0619	Yp20-004	3	47,41125297	8,54858778	Aphis_ruborum	Aphis_ruborum	9	yes	0	0
1	NTR-407	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	none	10	no	2	2
1	TR-0016	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	8	no	0	0
1	TR-0042	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	9	no	0	0
2	NTR-407	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	none	10	no	0	0
3	NTR-407	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	none	10	no	0	0
4	NTR-407	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	none	10	no	0	0
5	NTR-407	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	none	11	no	0	0
6	NTR-407	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	none	10	no	0	0
2	TR-0016	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	10	no	0	0
3	TR-0016	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	10	no	0	0
4	TR-0016	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	10	no	0	0
5	TR-0016	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	10	no	0	0
6	TR-0016	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	10	no	0	0
2	TR-0042	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
3	TR-0042	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
4	TR-0042	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
5	TR-0042	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	8	no	0	0
6	TR-0042	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
2	TR-0076	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
3	TR-0076	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	11	no	0	0
4	TR-0076	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	12	no	0	0
5	TR-0076	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
6	TR-0076	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	7	no	0	0
2	TR-0103	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	10	no	0	0
3	TR-0103	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	10	no	0	0
4	TR-0103	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	10	no	0	0
5	TR-0103	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	11	no	0	0
6	TR-0103	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	10	no	0	0
2	TR-0131	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	11	no	0	0
3	TR-0131	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	8	no	0	0
4	TR-0131	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	8	no	8	7
5	TR-0131	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	11	no	2	0
6	TR-0131	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	10	no	0	0
2	TR-0191	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	10	no	0	0
3	TR-0191	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	10	no	0	0
4	TR-0191	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	10	no	0	0
5	TR-0191	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	8	no	2	1
6	TR-0191	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	11	no	0	0
2	TR-0214	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	6	no	0	0
3	TR-0214	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	6	no	NA	NA
4	TR-0214	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	10	no	0	0
5	TR-0214	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	11	no	0	0
6	TR-0214	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	12	no	0	0
2	TR-0244	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	11	no	0	0
3	TR-0244	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	11	no	0	0
4	TR-0244	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	12	no	0	0
5	TR-0244	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	11	no	0	0
6	TR-0244	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	11	no	0	0
2	TR-0619	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	12	no	2	2
3	TR-0619	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	9	no	2	2
4	TR-0619	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	10	no	0	0
5	TR-0619	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	10	no	2	2
6	TR-0619	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	11	no	5	3
1	TR-0076	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
1	TR-0103	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	10	no	0	0
1	TR-0131	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_urticata	9	no	0	0
1	TR-0191	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	11	no	0	0
1	TR-0214	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	8	no	0	0
1	TR-0244	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_hederae	10	no	0	0
1	TR-0619	Yp20-006	2	47,4174203	8,5415899	Aphis_ruborum	Aphis_ruborum	12	no	2	0
1	NTR-407	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	none	10	no	0	0
1	TR-0016	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	8	no	1	1
1	TR-0042	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	8	no	0	0
2	NTR-407	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	none	9	no	0	0
3	NTR-407	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	none	10	no	0	0
4	NTR-407	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	none	9	yes	0	0
5	NTR-407	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	none	11	no	0	0
6	NTR-407	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	none	11	yes	8	6
2	TR-0016	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	9	no	0	0
3	TR-0016	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	11	no	4	3
4	TR-0016	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	10	no	0	0
5	TR-0016	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	10	no	0	0
6	TR-0016	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	8	no	0	0
2	TR-0042	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	5	no	0	0
3	TR-0042	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
4	TR-0042	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	11	no	0	0
5	TR-0042	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	8	no	0	0
6	TR-0042	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	11	no	0	0
2	TR-0076	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	2	no	0	0
3	TR-0076	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	12	no	0	0
4	TR-0076	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	12	no	0	0
5	TR-0076	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	12	no	0	0
6	TR-0076	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
2	TR-0103	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	11	no	0	0
3	TR-0103	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	11	no	0	0
4	TR-0103	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	10	no	0	0
5	TR-0103	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	10	no	0	0
6	TR-0103	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	10	no	6	6
2	TR-0131	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	9	no	0	0
3	TR-0131	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	10	no	0	0
4	TR-0131	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	10	no	0	0
5	TR-0131	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	10	no	0	0
6	TR-0131	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	11	no	3	3
2	TR-0191	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	10	yes	0	0
3	TR-0191	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	10	no	0	0
4	TR-0191	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	10	no	0	0
5	TR-0191	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	8	no	0	0
6	TR-0191	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	10	no	1	1
2	TR-0214	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	9	no	0	0
3	TR-0214	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	10	no	0	0
4	TR-0214	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	8	no	0	0
5	TR-0214	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	11	no	0	0
6	TR-0214	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	10	no	0	0
2	TR-0244	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	11	no	0	0
3	TR-0244	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	12	no	0	0
4	TR-0244	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	12	no	0	0
5	TR-0244	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	10	no	0	0
6	TR-0244	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	12	no	0	0
2	TR-0619	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	11	no	0	0
3	TR-0619	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	9	no	0	0
4	TR-0619	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	11	no	0	0
5	TR-0619	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	10	no	0	0
6	TR-0619	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	11	no	0	0
1	TR-0076	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_fabae_fabae	5	no	0	0
1	TR-0103	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	10	no	NA	NA
1	TR-0131	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_urticata	9	no	0	0
1	TR-0191	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	11	no	0	0
1	TR-0214	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	8	no	0	0
1	TR-0244	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_hederae	11	no	0	0
1	TR-0619	Yp20-009	2	47,418799	8,588635	Aphis_ruborum	Aphis_ruborum	10	yes	0	0
1	NTR-407	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	none	7	no	1	1
1	TR-0016	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	8	no	0	0
1	TR-0042	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	12	no	0	0
2	NTR-407	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	none	10	no	0	0
3	NTR-407	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	none	10	no	1	1
4	NTR-407	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	none	11	yes	0	0
5	NTR-407	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	none	8	no	0	0
6	NTR-407	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	none	9	no	0	0
2	TR-0016	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	12	no	6	5
3	TR-0016	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	12	no	0	0
4	TR-0016	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	12	no	0	0
5	TR-0016	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	12	no	0	0
6	TR-0016	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	10	no	8	7
2	TR-0042	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	12	yes	0	0
3	TR-0042	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	12	no	0	0
4	TR-0042	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	12	no	0	0
5	TR-0042	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	12	no	0	0
6	TR-0042	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	8	no	0	0
2	TR-0076	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
3	TR-0076	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
4	TR-0076	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
5	TR-0076	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
6	TR-0076	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	10	no	0	0
2	TR-0103	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	12	no	1	1
3	TR-0103	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	12	no	0	0
4	TR-0103	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	9	no	6	6
5	TR-0103	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	10	no	0	0
6	TR-0103	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	10	no	0	0
2	TR-0131	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	7	no	0	0
3	TR-0131	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	10	no	0	0
4	TR-0131	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	10	no	0	0
5	TR-0131	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	10	no	0	0
6	TR-0131	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	10	no	0	0
2	TR-0191	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	10	no	0	0
3	TR-0191	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	10	no	2	2
4	TR-0191	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	10	no	0	0
5	TR-0191	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	10	no	0	0
6	TR-0191	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	10	no	5	4
2	TR-0214	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	10	no	0	0
3	TR-0214	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	10	no	0	0
4	TR-0214	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	9	no	0	0
5	TR-0214	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	10	no	0	0
6	TR-0214	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	9	no	0	0
2	TR-0244	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	8	no	0	0
3	TR-0244	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	11	no	0	0
4	TR-0244	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	10	no	0	0
5	TR-0244	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	10	no	0	0
6	TR-0244	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	10	no	0	0
2	TR-0619	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	10	no	0	0
3	TR-0619	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	10	no	4	4
4	TR-0619	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	10	no	0	0
5	TR-0619	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	10	no	7	6
6	TR-0619	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	10	no	0	0
1	TR-0076	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_fabae_fabae	8	no	0	0
1	TR-0103	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	12	no	0	0
1	TR-0131	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	10	no	0	0
1	TR-0191	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	10	no	0	0
1	TR-0214	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	10	no	0	0
1	TR-0244	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	10	no	0	0
1	TR-0619	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	8	no	0	0
1	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	9	no	0	0
1	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	11	no	6	5
1	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	10	no	0	0
1	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	10	no	0	0
2	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	9	no	3	3
3	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	9	no	5	5
4	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	10	no	0	0
5	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	10	no	0	0
6	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	10	no	7	7
2	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	10	no	0	0
3	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	10	no	5	5
4	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	9	no	5	5
5	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	9	no	9	9
6	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	10	no	0	0
2	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	10	no	0	0
3	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	10	no	0	0
4	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	8	no	0	0
5	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	9	no	0	0
6	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	8	no	0	0
2	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	10	no	0	0
3	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	10	no	0	0
4	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	10	no	0	0
5	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	9	no	0	0
6	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	10	no	0	0
2	TR-0103	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	9	no	0	0
3	TR-0103	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	11	no	0	0
